user,entityId,entityType,eventType
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,740481,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,723451,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,736572,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,680919,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,261874,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,481766,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,724261,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,706211,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,676577,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,755295,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,763735,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,706317,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,744233,product,impression
CbNKQKAI05Vr9EZaOyOmp1EPWTyjhoeX,612286,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,728081,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727943,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727926,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727870,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727783,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727736,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727659,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727643,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727623,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727612,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727609,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727512,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727489,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727472,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727387,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727333,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727319,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727229,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727073,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,727031,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,726897,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,726803,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,726739,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,726628,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,726579,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,726450,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,726449,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,726139,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,726026,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,726000,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,725927,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,725745,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,725678,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,725672,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,725655,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,725525,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,725367,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,725340,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,725297,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,725260,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,724997,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,736154,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,736151,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,735967,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,735897,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,735867,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,735791,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,735775,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,735642,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,735584,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,735583,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,735070,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,735030,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,734963,product,impression
OxRkzbJa6zdQyfnrUIUzzbqL2hjyTjNx,734854,product,impression
Vw6MrPRnfO3EwVDd2XX4LX7QHSlcz-xd,625175,product,click
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,450787,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,439281,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,421810,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,447286,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,443716,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,393993,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,419047,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,411887,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,332557,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,328795,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,299609,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,292116,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,258619,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,222374,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,210955,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,464052,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,401785,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,268420,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,614346,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,691127,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,591934,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,711277,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,739565,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,641855,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,667449,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,672590,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,506163,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,614286,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,577876,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,578713,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,579470,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,581433,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,581856,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,584227,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,587450,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,593991,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,598161,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,603482,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,608798,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,611648,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,553358,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,561194,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,561566,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,564286,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,564435,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,565024,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,570031,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,572947,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,575688,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,575737,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,686277,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,686012,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,685420,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,684314,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,683263,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,695943,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,695928,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,694261,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,694094,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,693464,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,692678,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,692101,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,691867,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,700982,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,700794,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,700381,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,700195,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,699047,product,impression
L1gmXNS96cKoYaYaeqlIomfhKo5mdtnH,697948,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,303542,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,329760,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,662502,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,436485,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,627528,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,650969,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,717221,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,654340,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,625545,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,732975,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,586770,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,531210,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,629720,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,650256,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,743858,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,533028,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,629276,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,672291,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,727785,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,716886,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,752346,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,751373,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,222374,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,517867,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,605439,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,630921,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,646217,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,719071,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,728429,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,738266,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,547900,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,664889,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,737981,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,549515,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,593991,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,564435,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,575737,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,678127,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,683396,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,742993,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,574448,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,538273,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,543138,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,678102,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,719306,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,721824,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,762730,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,585894,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,597382,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,586970,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,244006,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,381565,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,309032,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,295261,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,180910,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,150118,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,576767,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,591174,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,639708,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,687407,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,737884,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,754998,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,752370,product,impression
C85XRnBO4N0RL3k9mUHXnIMdtWS031Cq,624292,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,575864,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,538582,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,539769,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,541038,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,541201,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,542214,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,625290,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,629388,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,629720,product,impression
vD561ZrbGk0jSj8Q292RqSEr1UsbBqrG,630882,product,impression
icNtprUyslPLl6mEf3C6IU6hxQu5TKRl,715388,product,click
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583743,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583742,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583678,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583558,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583490,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583383,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583207,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583169,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583133,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583073,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583072,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,583024,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582849,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582794,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582697,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582681,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582659,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582621,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582594,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582589,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582534,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582476,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582228,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,582071,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581989,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581988,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581982,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581944,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581889,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581874,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581839,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581817,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581757,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581704,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581672,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581625,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581621,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581600,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581562,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581502,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581355,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581322,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581307,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581175,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581133,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581121,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,581044,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580988,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580913,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580897,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580849,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580827,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580694,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580653,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580630,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580593,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580546,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580430,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580378,product,impression
K89HFjAZeOVPwLc3x1oekj7Tagsb_dJS,580289,product,impression
D1oj-ldXsiFudSx5KC6Xy1NwEKFzSdm6,557653,product,click
QjhhUX1WYeslJaJHWzFiBLOzpOKc9vEj,758514,product,click
mmuabO7Td07ClxPk0YQS96KbQ0j_mGrc,761624,product,impression
mmuabO7Td07ClxPk0YQS96KbQ0j_mGrc,745064,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,225929,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,301573,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,98317,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,236154,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,102881,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,307614,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,177584,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,297859,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,271292,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,309924,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,209592,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,516887,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,321581,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,235470,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,424035,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,221421,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,307105,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,236326,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,232023,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,108644,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,201548,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,250626,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,413986,product,impression
ka4OUX4F1FLaM4UWTNnMKTkt33DFDo6i,411017,product,impression
